ec,lec,total_voters,total_ballots,local_ballots,distant_ballots,unused_ballots,in_mobile_boxes,in_stationary_boxes,spoiled_ballots,valid_ballots,lost_ballots,unaccounted_ballots,amosov,beglov,tikhonova,amosov_share,beglov_share,tikhonova_share,turnout(%)
tec23,2378,196,500,34,115,351,115,34,4,145,0,0,17,119,9,11.409395973154362,79.86577181208054,6.0402684563758395,76.0204081632653
tec23,2380,228,500,22,166,312,166,22,2,186,0,0,18,158,10,9.574468085106384,84.04255319148936,5.319148936170213,82.45614035087719
tec23,2381,234,500,36,164,300,164,36,4,196,0,0,18,158,20,9.0,79.0,10.0,85.47008547008546
tec23,2382,279,500,26,195,279,195,26,15,206,0,0,13,180,13,5.88235294117647,81.44796380090497,5.88235294117647,79.21146953405018
tec23,2383,102,500,31,63,406,63,31,3,91,0,0,18,65,8,19.148936170212767,69.14893617021278,8.51063829787234,92.15686274509804
tec23,2384,201,500,26,163,311,163,26,0,189,0,0,17,162,10,8.994708994708994,85.71428571428571,5.291005291005291,94.02985074626866
tec23,2385,190,500,25,157,318,157,25,3,179,0,0,11,150,18,6.043956043956044,82.41758241758241,9.89010989010989,95.78947368421052
tec23,2387,402,500,33,240,227,240,33,1,272,0,0,10,248,14,3.6630036630036633,90.84249084249085,5.128205128205128,67.91044776119402
tec23,2388,121,500,49,47,404,47,49,1,95,0,0,12,74,9,12.5,77.08333333333334,9.375,79.33884297520662
tec23,2389,99,500,18,62,420,62,18,1,79,0,0,6,60,13,7.5,75.0,16.25,80.8080808080808
tec23,2391,187,500,24,133,343,133,24,0,157,0,0,11,134,12,7.006369426751593,85.35031847133759,7.643312101910828,83.9572192513369
tec23,2392,125,500,41,67,392,67,41,1,107,0,0,8,85,14,7.4074074074074066,78.70370370370371,12.962962962962962,86.4
tec23,2393,224,500,42,147,311,147,42,0,189,0,0,17,158,14,8.994708994708994,83.5978835978836,7.4074074074074066,84.375
tec23,2394,283,500,12,172,316,172,12,1,183,0,0,12,156,15,6.521739130434782,84.78260869565217,8.152173913043478,65.01766784452296
tec23,2395,281,500,44,156,300,156,44,2,198,0,0,8,173,17,4.0,86.5,8.5,71.17437722419929
tec24,1545,2041,1500,666,39,795,39,666,25,680,0,0,160,361,159,22.69503546099291,51.205673758865245,22.5531914893617,34.541891229789314
tec24,1546,1916,1500,481,3,1016,3,477,12,468,0,0,81,284,103,16.875,59.166666666666664,21.458333333333332,25.260960334029225
tec24,1547,1855,1500,503,2,995,2,501,14,489,0,0,100,350,39,19.880715705765407,69.58250497017893,7.75347912524851,27.22371967654987
tec24,1548,1605,1500,457,6,1037,6,454,11,449,0,0,50,340,59,10.869565217391305,73.91304347826086,12.82608695652174,28.847352024922117
tec24,1549,1486,1500,408,5,1087,5,406,10,401,0,0,72,251,78,17.51824817518248,61.0705596107056,18.97810218978102,27.792732166890982
tec24,1550,1291,1000,314,40,646,40,314,13,341,0,0,31,278,32,8.757062146892656,78.53107344632768,9.03954802259887,27.420604182804027
tec24,1551,1772,1500,425,17,1058,16,424,22,418,0,0,73,250,95,16.590909090909093,56.81818181818182,21.59090909090909,24.943566591422123
tec24,1552,1650,1500,520,14,966,14,520,13,521,0,0,60,387,74,11.235955056179774,72.47191011235955,13.857677902621724,32.36363636363636
tec24,1553,1858,1500,460,8,1032,8,459,17,450,0,0,78,272,100,16.70235546038544,58.2441113490364,21.413276231263385,25.18837459634015
tec24,1554,1962,1500,534,6,960,6,533,5,534,0,0,30,471,33,5.565862708719852,87.38404452690168,6.122448979591836,27.522935779816514
tec24,1555,2060,1500,562,9,929,9,562,18,553,0,0,75,377,101,13.134851138353765,66.02451838879159,17.68826619964974,27.71844660194175
tec24,1556,1959,1500,469,10,1021,10,469,3,476,0,0,30,427,19,6.263048016701461,89.14405010438414,3.966597077244259,24.451250638080655
tec24,1557,2097,1600,507,23,1070,23,507,16,514,0,0,88,328,98,16.60377358490566,61.886792452830186,18.49056603773585,25.27420123986648
tec24,1558,1922,1500,498,4,998,4,473,8,469,0,0,45,364,60,9.433962264150944,76.31027253668763,12.578616352201259,26.11862643080125
tec24,1559,1795,1500,455,9,1036,9,454,16,447,0,0,30,402,15,6.479481641468683,86.82505399568035,3.2397408207343417,25.84958217270195
tec24,1560,1730,1500,512,10,978,10,512,17,505,0,0,51,414,40,9.770114942528735,79.3103448275862,7.662835249042145,30.173410404624278
tec24,1561,1845,1500,414,7,1079,7,414,7,414,0,0,66,270,78,15.676959619952493,64.13301662707839,18.52731591448931,22.818428184281842
tec24,1562,1624,1300,385,5,910,5,385,10,380,0,0,71,236,73,18.205128205128204,60.51282051282051,18.71794871794872,24.014778325123153
tec24,1563,1580,1300,327,5,968,5,327,11,321,0,0,31,235,55,9.33734939759036,70.78313253012048,16.566265060240966,21.012658227848103
tec24,1564,1603,1300,412,21,867,21,412,7,426,0,0,35,340,51,8.083140877598153,78.52193995381063,11.778290993071593,27.011852776044915
tec24,1565,1749,1300,438,11,851,11,438,13,436,0,0,68,330,38,15.14476614699332,73.4966592427617,8.463251670378618,25.671812464265294
tec24,1566,1390,1000,416,2,582,2,416,14,404,0,0,79,248,77,18.899521531100476,59.33014354066985,18.421052631578945,30.071942446043167
tec24,1567,1541,1300,434,11,855,11,434,13,432,0,0,111,236,85,24.9438202247191,53.033707865168545,19.101123595505616,28.877352368591826
tec24,1568,1520,1100,396,8,696,8,395,4,399,0,0,71,258,70,17.617866004962778,64.01985111662532,17.3697270471464,26.57894736842105
tec24,1569,2096,1600,520,12,1068,12,520,13,519,0,0,99,343,77,18.60902255639098,64.47368421052632,14.473684210526317,25.38167938931298
tec24,1570,1821,1500,480,6,1014,6,471,21,456,0,0,34,361,61,7.127882599580712,75.68134171907757,12.78825995807128,26.68863261943987
tec24,1571,1979,1500,475,12,1013,12,475,10,477,0,0,60,358,59,12.320328542094455,73.51129363449692,12.114989733059549,24.608388074785246
tec24,1572,2230,1700,528,10,1162,10,528,12,526,0,0,57,396,73,10.594795539033457,73.60594795539033,13.568773234200743,24.12556053811659
tec24,1573,1998,1500,593,21,886,21,593,0,614,0,0,65,503,46,10.586319218241043,81.92182410423453,7.491856677524431,30.73073073073073
tec24,1574,1639,1200,409,7,784,7,409,8,408,0,0,49,278,81,11.778846153846153,66.82692307692307,19.471153846153847,25.381330079316655
tec24,1575,1547,1200,354,4,842,4,354,7,351,0,0,63,213,75,17.59776536312849,59.49720670391061,20.949720670391063,23.141564318034906
tec24,1576,3096,2500,710,27,1763,27,694,16,705,0,0,134,427,144,18.58529819694868,59.22330097087378,19.972260748959776,23.804909560723512
tec24,1577,3154,2500,873,28,1599,28,873,27,874,0,0,109,630,135,12.097669256381797,69.92230854605992,14.983351831298558,28.56689917564997
tec24,1578,2537,2000,651,20,1329,20,651,17,654,0,0,91,471,92,13.561847988077497,70.19374068554396,13.710879284649776,26.44856129286559
tec24,1579,2054,1500,531,14,955,14,530,7,537,0,0,64,422,51,11.76470588235294,77.57352941176471,9.375,26.53359298928919
tec24,1580,1920,1500,442,8,1050,8,440,14,434,0,0,83,264,87,18.526785714285715,58.92857142857143,19.419642857142858,23.4375
tec24,1581,1605,1500,372,8,1120,8,370,14,364,0,0,42,255,67,11.11111111111111,67.46031746031747,17.724867724867725,23.67601246105919
tec24,1582,1556,1100,341,5,754,5,338,8,335,0,0,55,218,62,16.034985422740526,63.55685131195335,18.075801749271136,22.236503856041132
tec24,1583,1975,1500,468,17,1015,17,468,14,471,0,0,41,374,56,8.45360824742268,77.11340206185568,11.54639175257732,24.556962025316455
tec24,1584,2071,1500,479,4,1017,4,479,15,468,0,0,46,358,64,9.523809523809524,74.12008281573499,13.250517598343686,23.322066634476098
tec24,1585,1965,1500,415,4,1081,4,403,19,388,0,0,61,239,88,14.987714987714988,58.72235872235873,21.62162162162162,21.323155216284988
tec24,1586,2905,2500,647,6,1847,6,595,14,587,0,0,109,310,168,18.136439267886857,51.58069883527454,27.953410981697168,22.478485370051633
tec24,1587,2520,2000,653,22,1325,22,653,4,671,0,0,52,557,62,7.703703703703704,82.51851851851852,9.185185185185185,26.785714285714285
tec24,1588,2529,2000,643,7,1350,7,643,12,638,0,0,36,504,98,5.538461538461538,77.53846153846153,15.076923076923077,25.701858442071966
tec24,1589,2130,1600,507,5,1088,5,507,19,493,0,0,36,401,56,7.03125,78.3203125,10.9375,24.037558685446008
tec24,1590,2111,1600,663,13,924,13,663,0,676,0,0,62,564,50,9.171597633136095,83.4319526627219,7.396449704142012,32.02273803884415
tec24,1591,2171,1600,599,9,992,9,599,21,587,0,0,102,380,105,16.776315789473685,62.5,17.269736842105264,28.00552740672501
tec24,1592,2040,1500,466,3,1031,3,466,19,450,0,0,86,289,75,18.336886993603414,61.62046908315565,15.991471215351813,22.99019607843137
tec24,1593,2227,1600,547,10,1043,10,546,11,545,0,0,94,355,96,16.906474820143885,63.84892086330935,17.26618705035971,25.011225864391555
tec24,1594,2131,1600,526,12,1062,12,526,12,526,0,0,36,452,38,6.691449814126393,84.01486988847584,7.063197026022305,25.246363209760673
tec24,1595,2383,1800,569,16,1215,16,569,0,585,0,0,56,481,48,9.572649572649574,82.22222222222221,8.205128205128204,24.548887956357532
tec24,1596,2407,1800,697,5,1098,5,689,10,684,0,0,109,484,91,15.706051873198849,69.7406340057637,13.112391930835734,29.164935604486914
tec24,1597,2592,2000,754,3,1243,3,754,17,740,0,0,38,648,54,5.019815059445178,85.60105680317041,7.133421400264201,29.205246913580247
tec24,1598,1958,1500,476,9,1015,9,475,23,461,0,0,67,355,39,13.842975206611571,73.34710743801654,8.057851239669422,24.770173646578144
tec24,1599,2201,1600,502,5,1093,5,501,15,491,0,0,69,323,99,13.636363636363635,63.83399209486166,19.565217391304348,23.03498409813721
tec24,1600,2115,1500,471,9,1020,9,471,13,467,0,0,90,272,105,18.75,56.666666666666664,21.875,22.69503546099291
tec24,1601,1962,1500,515,8,977,8,513,20,501,0,0,87,332,82,16.698656429942417,63.72360844529751,15.738963531669867,26.656472986748213
tec24,1602,2359,1700,592,11,1097,11,592,0,603,0,0,84,448,71,13.930348258706468,74.29519071310115,11.774461028192372,25.56167867740568
tec24,1603,2271,1700,544,5,1151,5,544,0,549,0,0,32,496,21,5.828779599271402,90.34608378870675,3.825136612021858,24.17437252311757
tec24,1604,2223,1600,553,5,1042,5,553,13,545,0,0,38,454,53,6.810035842293908,81.36200716845879,9.498207885304659,25.101214574898783
tec24,1605,3026,2500,600,3,1897,3,600,14,589,0,0,24,491,74,3.9800995024875623,81.4262023217247,12.271973466003317,19.927296761401188
tec24,2316,189,250,173,0,77,0,173,0,173,0,0,27,115,31,15.606936416184972,66.47398843930635,17.91907514450867,91.53439153439153
tec24,2320,434,450,263,34,153,34,263,5,292,0,0,41,213,38,13.804713804713806,71.71717171717171,12.794612794612794,68.4331797235023
tec24,2321,274,350,198,22,130,22,198,1,219,0,0,19,168,32,8.636363636363637,76.36363636363637,14.545454545454545,80.2919708029197
tec24,2324,188,250,156,2,92,2,156,7,151,0,0,24,115,12,15.18987341772152,72.78481012658227,7.59493670886076,84.04255319148936
tec24,2325,726,750,341,52,357,52,341,3,390,0,0,34,325,31,8.651399491094146,82.69720101781171,7.888040712468193,54.132231404958674
tec24,2328,283,350,154,2,194,2,154,4,152,0,0,16,127,9,10.256410256410255,81.41025641025641,5.769230769230769,55.12367491166078
tec24,2330,118,200,81,5,114,5,81,4,82,0,0,5,66,11,5.813953488372093,76.74418604651163,12.790697674418606,72.88135593220339
tec24,2331,85,150,39,0,111,0,39,2,37,0,0,10,17,10,25.64102564102564,43.58974358974359,25.64102564102564,45.88235294117647
tec24,2332,196,250,137,14,99,14,137,3,148,0,0,20,117,11,13.245033112582782,77.48344370860927,7.28476821192053,77.04081632653062
tec24,2333,152,250,96,9,145,9,96,2,103,0,0,10,72,21,9.523809523809524,68.57142857142857,20.0,69.07894736842105
tec25,973,1874,1400,502,18,880,18,502,13,507,0,0,53,353,101,10.192307692307692,67.88461538461539,19.423076923076923,27.748132337246535
tec25,974,1894,1400,437,31,932,31,437,10,458,0,0,57,309,92,12.179487179487179,66.02564102564102,19.65811965811966,24.70960929250264
tec25,975,1649,1300,379,28,893,28,377,9,396,0,0,48,259,89,11.851851851851853,63.95061728395062,21.975308641975307,24.681625227410553
tec25,976,2346,1800,667,10,1123,10,667,12,665,0,0,109,426,130,16.100443131462335,62.924667651403254,19.202363367799112,28.85763000852515
tec25,977,1803,1400,506,22,872,22,506,19,509,0,0,73,347,89,13.825757575757574,65.71969696969697,16.856060606060606,29.28452579034942
tec25,978,2034,1500,474,28,998,28,474,16,486,0,0,55,325,106,10.95617529880478,64.7410358565737,21.115537848605577,24.680432645034415
tec25,979,2125,1600,548,10,1042,10,548,19,539,0,0,79,356,104,14.157706093189965,63.799283154121866,18.63799283154122,26.258823529411764
tec25,980,1907,1400,518,13,869,13,517,10,520,0,0,68,349,103,12.830188679245284,65.84905660377358,19.433962264150946,27.844782380702675
tec25,981,1339,1000,392,9,599,9,392,9,392,0,0,80,233,79,19.950124688279303,58.104738154613464,19.70074812967581,29.94772218073189
tec25,982,1967,1500,559,9,932,9,559,9,559,0,0,98,361,100,17.253521126760564,63.556338028169016,17.6056338028169,28.876461616675144
tec25,983,1754,1300,478,7,815,6,475,11,470,0,0,72,284,114,14.96881496881497,59.04365904365905,23.7006237006237,27.65108323831243
tec25,984,1465,1100,281,2,817,2,281,7,276,0,0,46,167,63,16.25441696113074,59.01060070671378,22.261484098939928,19.31740614334471
tec25,985,2037,1500,612,11,877,11,612,11,612,0,0,109,358,145,17.49598715890851,57.46388443017657,23.274478330658106,30.584192439862544
tec25,986,1943,1500,602,9,889,9,599,18,590,0,0,91,358,141,14.967105263157896,58.88157894736842,23.190789473684212,31.446217189912506
tec25,987,1181,1000,348,33,619,33,348,5,376,0,0,53,263,60,13.910761154855644,69.02887139107612,15.748031496062993,32.26079593564776
tec25,988,2052,1600,514,93,993,93,514,12,595,0,0,73,394,128,12.026359143327841,64.90939044481054,21.087314662273478,29.580896686159846
tec25,989,1342,1000,358,59,583,59,358,7,410,0,0,45,291,74,10.79136690647482,69.7841726618705,17.74580335731415,31.07302533532042
tec25,990,1939,1500,597,16,887,16,597,17,596,0,0,106,367,123,17.29200652528548,59.8694942903752,20.0652528548124,31.614234141309954
tec25,991,1996,1500,520,12,968,12,520,14,518,0,0,75,357,86,14.097744360902256,67.10526315789474,16.165413533834585,26.65330661322645
tec25,992,1948,1400,471,15,914,15,471,6,480,0,0,80,301,99,16.46090534979424,61.934156378600825,20.37037037037037,24.948665297741275
tec25,993,2087,1600,642,18,940,18,642,20,640,0,0,96,419,125,14.545454545454545,63.48484848484849,18.939393939393938,31.624341159559176
tec25,994,2206,1600,642,9,949,9,642,10,641,0,0,113,390,138,17.357910906298002,59.907834101382484,21.19815668202765,29.510426110607433
tec25,995,1963,1500,578,20,902,20,578,16,582,0,0,76,396,110,12.709030100334449,66.22073578595318,18.394648829431436,30.4635761589404
tec25,996,1971,1500,584,22,894,22,584,11,595,0,0,72,399,124,11.881188118811881,65.84158415841584,20.462046204620464,30.74581430745814
tec25,997,1430,1100,433,4,663,4,433,9,428,0,0,58,275,95,13.272311212814644,62.92906178489702,21.73913043478261,30.55944055944056
tec25,998,1859,1400,464,5,931,5,464,13,456,0,0,70,276,110,14.925373134328357,58.84861407249466,23.454157782515992,25.228617536309844
tec25,999,1988,1500,506,7,987,7,499,10,496,0,0,77,303,116,15.217391304347828,59.88142292490119,22.92490118577075,25.80482897384306
tec25,1000,2092,1600,544,16,1040,16,543,10,549,0,0,80,355,114,14.311270125223613,63.50626118067979,20.39355992844365,26.76864244741874
tec25,1001,2060,1600,531,19,1050,19,531,11,539,0,0,84,342,113,15.272727272727273,62.18181818181818,20.545454545454543,26.699029126213592
tec25,1002,2261,1600,659,77,864,77,657,14,720,0,0,91,508,121,12.397820163487738,69.20980926430518,16.4850136239782,32.551968155683326
tec25,1003,1947,1500,614,61,825,61,553,17,597,0,0,53,431,113,8.631921824104234,70.19543973941367,18.403908794788272,34.66872110939907
tec25,1004,1835,1300,470,63,767,62,470,16,516,0,0,67,352,97,12.593984962406015,66.16541353383458,18.23308270676692,29.04632152588556
tec25,1005,1935,1400,573,34,793,34,573,11,596,0,0,62,435,99,10.214168039538714,71.66392092257001,16.30971993410214,31.369509043927646
tec25,1006,1891,1400,483,20,897,20,483,14,489,0,0,75,322,92,14.910536779324055,64.01590457256461,18.290258449304176,26.59968270756214
tec25,1007,1315,1000,338,18,644,18,338,6,350,0,0,52,223,75,14.606741573033707,62.64044943820225,21.06741573033708,27.072243346007607
tec25,1008,1959,1500,477,67,956,67,477,10,534,0,0,81,341,112,14.88970588235294,62.68382352941176,20.588235294117645,27.769270035732518
tec25,1009,1877,1400,542,6,852,6,541,24,523,0,0,99,332,92,18.09872029250457,60.69469835466179,16.819012797074954,29.195524773574853
tec25,1010,1866,1400,555,12,833,12,555,9,558,0,0,97,325,136,17.10758377425044,57.31922398589065,23.985890652557316,30.385852090032156
tec25,1011,1149,1000,320,7,673,7,320,2,325,0,0,45,218,62,13.761467889908257,66.66666666666666,18.960244648318042,28.459530026109658
tec25,1012,1500,1100,349,5,746,5,349,7,347,0,0,53,217,77,14.971751412429379,61.29943502824858,21.75141242937853,23.599999999999998
tec25,1013,1906,1400,567,24,809,24,543,18,549,0,0,54,397,98,9.523809523809524,70.01763668430335,17.28395061728395,31.007345225603355
tec25,1014,1745,1400,553,14,833,14,539,19,534,0,0,67,362,105,12.115732368896925,65.46112115732369,18.9873417721519,32.49283667621776
tec25,1015,1662,1300,412,31,857,31,411,13,429,0,0,50,296,83,11.312217194570136,66.9683257918552,18.778280542986426,26.6546329723225
tec25,1016,1835,1400,465,56,879,56,465,10,511,0,0,65,361,85,12.476007677543185,69.28982725527831,16.314779270633398,28.39237057220708
tec25,1017,1451,1100,447,52,601,52,447,20,479,0,0,72,316,91,14.428857715430862,63.326653306613224,18.236472945891784,34.39007580978635
tec25,1018,2115,1600,593,29,978,29,593,15,607,0,0,82,409,116,13.183279742765272,65.7556270096463,18.64951768488746,29.408983451536642
tec25,1019,1910,1400,438,65,897,65,436,10,491,0,0,67,342,82,13.373253493013973,68.26347305389223,16.367265469061877,26.335078534031414
tec25,1020,2088,1500,584,75,841,75,584,13,646,0,0,88,435,123,13.353566009104703,66.00910470409713,18.664643399089528,31.561302681992338
tec25,1021,2243,1700,608,14,1078,14,608,20,602,0,0,85,374,143,13.665594855305466,60.12861736334405,22.990353697749196,27.73071778867588
tec25,1022,2015,1500,605,76,819,76,553,21,608,0,0,82,419,107,13.036565977742448,66.61367249602543,17.011128775834656,33.79652605459057
tec25,1023,1971,1500,566,6,928,6,565,18,553,0,0,85,359,109,14.886164623467602,62.87215411558669,19.089316987740805,29.02080162354135
tec25,1024,1856,1400,531,13,856,9,530,18,521,0,0,60,342,119,11.131725417439704,63.4508348794063,22.07792207792208,29.310344827586203
tec25,1025,1765,1300,490,14,796,14,489,10,493,0,0,66,347,80,13.12127236580517,68.98608349900597,15.904572564612327,28.55524079320113
tec25,1026,2033,1500,636,8,856,8,636,23,621,0,0,89,418,114,13.819875776397517,64.90683229813664,17.70186335403727,31.677324151500247
tec25,1027,2022,1600,550,10,1040,10,550,23,537,0,0,118,326,93,21.071428571428573,58.214285714285715,16.607142857142858,27.695351137487634
tec25,1028,1369,1000,448,11,541,11,448,14,445,0,0,52,321,72,11.328976034858387,69.93464052287581,15.686274509803921,33.52812271731191
tec25,1029,1489,1100,391,10,699,10,391,8,393,0,0,75,257,61,18.703241895261847,64.08977556109726,15.211970074812967,26.930826057756885
tec25,1030,1847,1400,577,15,808,15,570,21,564,0,0,90,377,97,15.384615384615385,64.44444444444444,16.58119658119658,32.051976177585274
tec25,1031,1861,1400,436,4,960,4,436,15,425,0,0,63,269,93,14.318181818181818,61.13636363636363,21.136363636363637,23.643202579258464
tec25,1032,2102,1600,641,14,945,14,640,16,638,0,0,90,423,125,13.761467889908257,64.6788990825688,19.113149847094803,31.160799238820168
tec25,1033,2207,1700,652,13,1035,13,639,19,633,0,0,120,408,105,18.404907975460123,62.57668711656442,16.104294478527606,30.13140009062075
tec25,1034,1979,1500,630,10,860,10,628,19,619,0,0,90,422,107,14.106583072100312,66.14420062695925,16.77115987460815,32.33956543708944
tec25,1035,2031,1500,604,13,883,13,604,17,600,0,0,85,399,116,13.776337115072934,64.6677471636953,18.80064829821718,30.379123584441164
tec25,1036,1778,1300,523,10,767,10,522,22,510,0,0,64,344,102,12.030075187969924,64.66165413533834,19.172932330827066,29.977502812148483
tec25,1037,1549,1200,351,9,840,9,349,16,342,0,0,53,216,73,14.804469273743019,60.33519553072626,20.391061452513966,23.240800516462233
tec25,1038,1952,1500,570,10,920,10,570,12,568,0,0,80,387,101,13.793103448275861,66.72413793103448,17.413793103448274,29.713114754098363
tec25,1039,1752,1300,536,9,755,9,535,10,534,0,0,92,342,100,16.911764705882355,62.86764705882353,18.38235294117647,31.10730593607306
tec25,1040,1126,1000,370,4,626,4,370,15,359,0,0,40,242,77,10.695187165775401,64.70588235294117,20.588235294117645,33.214920071047956
tec25,1041,2581,2000,708,7,1285,7,708,16,699,0,0,121,439,139,16.923076923076923,61.39860139860139,19.44055944055944,27.70244091437427
tec25,1042,2266,1700,656,11,1033,11,656,19,648,0,0,97,408,143,14.54272863568216,61.169415292353825,21.43928035982009,29.4351279788173
tec25,1043,1631,1200,380,22,798,22,380,16,386,0,0,75,227,84,18.65671641791045,56.46766169154229,20.8955223880597,24.647455548743103
tec25,1044,1454,1100,372,6,722,6,372,9,369,0,0,42,263,64,11.11111111111111,69.57671957671958,16.93121693121693,25.997248968363134
tec25,1045,2398,2000,743,6,1251,6,728,21,713,0,0,72,489,152,9.809264305177113,66.62125340599455,20.708446866485016,31.234361968306924
tec25,1046,2291,1900,705,36,1159,36,705,20,721,0,0,84,481,156,11.336032388663968,64.91228070175438,21.052631578947366,32.34395460497599
tec25,1047,503,500,167,10,323,10,167,2,175,0,0,22,131,22,12.429378531073446,74.01129943502825,12.429378531073446,35.188866799204774
tec26,1145,1936,1500,478,18,1004,18,477,22,473,0,0,87,307,79,17.575757575757574,62.02020202020202,15.95959595959596,25.6198347107438
tec26,1146,1779,1500,445,14,1041,14,444,9,449,0,0,66,286,97,14.41048034934498,62.44541484716157,21.17903930131004,25.801011804384487
tec26,1147,1921,1500,491,13,996,13,491,21,483,0,0,51,349,83,10.119047619047619,69.24603174603175,16.46825396825397,26.236335242061426
tec26,1148,1956,1500,443,59,998,59,443,20,482,0,0,82,308,92,16.334661354581673,61.354581673306775,18.326693227091635,25.664621676891613
tec26,1149,2156,2000,456,6,1538,6,455,5,456,0,0,62,304,90,13.449023861171366,65.94360086767897,19.522776572668114,21.428571428571427
tec26,1150,2306,2000,481,16,1503,16,481,14,483,0,0,89,313,81,17.90744466800805,62.97786720321932,16.297786720321934,21.552471812662617
tec26,1151,2167,2000,542,15,1443,15,541,16,540,0,0,97,361,82,17.446043165467625,64.92805755395683,14.748201438848922,25.703737886479004
tec26,1152,2055,2000,454,16,1530,16,454,9,461,0,0,62,307,92,13.191489361702127,65.31914893617021,19.574468085106382,22.871046228710462
tec26,1153,2342,2000,557,10,1433,10,556,18,548,0,0,85,338,125,15.01766784452297,59.717314487632514,22.084805653710244,24.21007685738685
tec26,1154,2301,2000,692,9,1299,9,692,21,680,0,0,113,422,145,16.119828815977176,60.19971469329529,20.684736091298145,30.465015210777924
tec26,1155,1927,1500,482,11,1007,11,480,14,477,0,0,60,323,94,12.219959266802444,65.78411405295316,19.144602851323828,25.58380902957966
tec26,1156,1868,1500,480,17,1003,17,480,15,482,0,0,82,306,94,16.498993963782695,61.56941649899397,18.91348088531187,26.605995717344754
tec26,1157,1744,1500,403,21,1076,21,403,4,420,0,0,52,298,70,12.264150943396226,70.28301886792453,16.50943396226415,24.31192660550459
tec26,1158,2017,2000,474,12,1514,12,473,13,472,0,0,82,297,93,16.90721649484536,61.23711340206186,19.175257731958766,24.095190877540904
tec26,1159,2026,2000,487,8,1505,8,487,12,483,0,0,88,300,95,17.77777777777778,60.60606060606061,19.19191919191919,24.432379072063178
tec26,1160,2378,2000,559,7,1434,7,559,11,555,0,0,95,336,124,16.784452296819786,59.36395759717315,21.908127208480565,23.80151387720774
tec26,1161,1832,1500,471,5,1024,5,471,19,457,0,0,73,299,85,15.336134453781513,62.81512605042017,17.857142857142858,25.982532751091703
tec26,1162,1808,1500,475,2,1023,2,469,13,458,0,0,85,295,78,18.046709129511676,62.63269639065817,16.560509554140125,26.382743362831857
tec26,1163,1769,1500,431,19,1050,19,431,9,441,0,0,62,306,73,13.777777777777779,68.0,16.22222222222222,25.438100621820237
tec26,1164,288,450,104,175,171,175,104,5,274,0,0,28,216,30,10.03584229390681,77.41935483870968,10.75268817204301,96.875
tec26,1165,1887,1510,449,11,1050,11,449,15,445,0,0,76,279,90,16.52173913043478,60.652173913043484,19.565217391304348,24.377318494965554
tec26,1166,2128,2000,532,7,1461,7,532,14,525,0,0,87,349,89,16.14100185528757,64.7495361781076,16.512059369202227,25.32894736842105
tec26,1167,2356,2000,557,86,1357,86,557,21,622,0,0,108,408,106,16.796267496111973,63.45256609642301,16.485225505443236,27.29202037351443
tec26,1168,2183,2000,570,43,1387,43,569,25,587,0,0,95,417,75,15.522875816993464,68.13725490196079,12.254901960784313,28.080622995877235
tec26,1169,2284,2000,610,24,1366,24,610,15,619,0,0,105,410,104,16.561514195583594,64.66876971608832,16.40378548895899,27.75831873905429
tec26,1170,1819,1500,438,6,1056,6,438,7,437,0,0,79,288,70,17.792792792792792,64.86486486486487,15.765765765765765,24.40901594282573
tec26,1171,2482,2000,644,38,1318,38,643,19,662,0,0,122,413,127,17.91483113069016,60.64610866372981,18.64904552129222,27.47784045124899
tec26,1172,538,565,366,149,50,149,366,16,499,0,0,19,450,30,3.6893203883495143,87.37864077669903,5.825242718446602,95.72490706319702
tec26,1173,1677,1500,395,8,1097,8,395,10,393,0,0,69,241,83,17.121588089330025,59.801488833746895,20.595533498759306,24.031007751937985
tec26,1174,1814,1500,489,9,1002,9,489,15,483,0,0,75,312,96,15.060240963855422,62.65060240963856,19.27710843373494,27.453142227122378
tec26,1175,1813,1500,365,18,1117,18,365,9,374,0,0,53,253,68,13.838120104438643,66.0574412532637,17.75456919060052,21.125206839492552
tec26,1176,1787,1500,479,11,1010,11,479,6,484,0,0,85,327,72,17.346938775510203,66.73469387755102,14.69387755102041,27.420257414661442
tec26,1177,1630,1500,420,11,1069,11,420,6,425,0,0,73,283,69,16.937354988399072,65.66125290023201,16.009280742459396,26.44171779141104
tec26,1178,1943,1500,466,13,1021,13,466,11,468,0,0,70,321,77,14.613778705636744,67.01461377870564,16.075156576200417,24.652599073597532
tec26,1179,1016,720,250,12,458,12,250,10,252,0,0,34,168,50,12.977099236641221,64.12213740458014,19.083969465648856,25.787401574803148
tec26,1180,2026,2000,302,20,1678,20,301,12,309,0,0,53,180,76,16.510903426791277,56.074766355140184,23.67601246105919,15.893385982230997
tec26,1181,2522,2000,813,13,1174,13,813,26,800,0,0,155,447,198,18.765133171912833,54.116222760290555,23.97094430992736,32.75178429817605
tec26,1182,2123,2000,653,3,1344,3,653,20,636,0,0,87,407,142,13.26219512195122,62.04268292682927,21.646341463414632,30.89967027790862
tec26,1183,924,700,259,5,436,5,259,5,259,0,0,48,155,56,18.181818181818183,58.71212121212122,21.21212121212121,28.57142857142857
tec26,1184,2296,2000,554,10,1436,10,554,17,547,0,0,73,362,112,12.943262411347517,64.18439716312056,19.858156028368796,24.56445993031359
tec26,1185,978,700,269,8,423,8,269,8,269,0,0,30,171,68,10.830324909747292,61.73285198555957,24.548736462093864,28.323108384458077
